question,reference,generated,bertscore_f1,bertscore_precision,bertscore_recall
How many consciousness moments does a material phenomenon last for in the Theravādin commentarial tradition?,"In the Theravādin commentarial tradition, a material phenomenon lasts for sixteen or seventeen consciousness moments.",A material phenomenon lasts for a consciousness moment if it is the last moment of which it is a part. This is also the longest moment of consciousness that can be described in terms of the last moment of a series of moments.,0.853439211845398,0.8540264964103699,0.8528527021408081
What is the main issue that the early Buddhist schools had with the doctrine of momentariness?,"The main issue that the early Buddhist schools had with the doctrine of momentariness was that if dharmas go through an endurance phase or exist as real entities within the span of any given moment, how can they be momentary? And if experience is an array of strictly momentary dharmas, how can continuity and causal conditioning be possible?","The main issue that the early Buddhist schools had with the doctrine of momentariness is whether the world is eternal and whether it is possible to know it as it really is. This question has been the subject of much debate in Buddhist philosophy, and the two main positions taken on it are (1) that the world is eternal and that it is impossible to know it as it really is, and (2) that the world is not eternal and that it is possible to know it as it really is.",0.8648120760917664,0.8648214340209961,0.8648026585578918
What is the role of the concept of intrinsic nature (svabhāva) in the systematization of Abhidharma thought?,The concept of intrinsic nature (svabhāva) plays a major role in the systematization of Abhidharma thought. It is closely related to the consolidation of the dharma theory and is regarded as that which gave an impetus to the Abhidharma growing concern with ontology.,"The concept of intrinsic nature (svabhāva) is a crucial element in the systematization of Abhidharma thought, as it helps to explain the differences between the schools of Buddhist philosophy and to establish a coherent system of thought. Intrinsic nature is viewed as a fundamental concept that underpins the Abhidharma's approach to knowledge, which is characterized by an emphasis on reliability and objectivity. This approach is seen as a response to the challenges posed by non-Buddhist philosophers and religious traditions.",0.9129009246826172,0.8970069885253906,0.929368257522583
What is the relationship between dharmas and sabhāva in the Abhidharma literature?,"In the Abhidharma literature, dharmas are defined by virtue of their sabhāva, or intrinsic nature. This is a recurring idea in the exegetical literature from the early vibhāṣā compendia onward. The commentaries regularly equate dharmas with their intrinsic natures, using the terms dhamma and sabhāva interchangeably. For example, the Visuddhimagga proclaims that 'dhamma means but intrinsic nature'.","The relationship between dharmas and sabhāva in the Abhidharma literature is not clear. It is possible that sabhāva refers to a specific type of dharma, such as a particular kind of merit, and that dharma is a subset of sabhāva. It is also possible that sabhāva refers to a general category of benefits, such as protection, and that dharma is a specific instance of that category.",0.8604105710983276,0.8671343922615051,0.8537902235984802
What does Gethin caution against when interpreting the commentarial definitions of dharmas as carrying their intrinsic natures?,Gethin cautions against interpreting the commentarial definitions of dharmas as carrying their intrinsic natures ontologically as implying that dharmas are substances having inherent existence. He suggests that these definitions convey the idea that there is no enduring agent behind dharmas and that their intrinsic natures arise dependently on other conditions and qualities rather than on a substratum more real than they are.,"Gethin cautions against reading the commentarial definitions of dharmas as carrying their intrinsic natures by assuming that the natures that are assigned to them are the same natures that they carry. Instead, he suggests, we should think of the natures as being distributed among the dharmas that are assigned to them, and should be understood in light of their respective contexts.",0.8986433744430542,0.904173731803894,0.893180251121521
What does the term svabhāva come to denote in the vibhāṣā compendia and contemporaneous texts?,"In the vibhāṣā compendia and contemporaneous texts, the term svabhāva comes to denote “intrinsic nature” specifying individual dharmas. This entails affirming their existence as real entities (dravyatas).",The term svabhāva comes to denote the concept of continuity in the vibhāṣā compendia and contemporaneous texts.,0.9191577434539795,0.9549216032028198,0.8859760761260986
What is the Theravāda view on the ultimate constituents of experience?,"According to the Theravāda, dhammas are the ultimate constituents of experience. They are considered the final units of Abhidhamma analysis and there is no other actuality apart from dhammas within the confines of sentient experience.",The Theravāda view is that the ultimate constituents of experience are non-physical and are not located in the body.,0.8902899026870728,0.9076107740402222,0.8736177682876587
What did the Sautrāntika challenge the Sarvāstivāda and the Theravāda on?,"The Sautrāntika challenged the Sarvāstivāda and the Theravāda on the principle of impermanence, arguing that if all phenomena are impermanent, then dharmas must be changing continuously and can neither exist in the past and future nor endure for any period of time, however short, in the present.","The Sautrāntika challenge was to show that the four fundamental postulates of Buddhist philosophy, including the existence of an immortal soul, could be true, regardless of whether one believed in them in their current form or not. This challenge was made by the Sautrāntika school, which was a branch of Buddhist philosophy that emphasized the importance of logic and reason. The challenge was later taken up by the Sarvāstivāda and the Theravāda, two of the major Buddhist schools.",0.8712690472602844,0.8689537048339844,0.8735967874526978
What are the four conditions and six causes that the Sarvāstivāda developed to explain causal conditioning?,"The four conditions are: 1) root cause, 2) immediate antecedent, 3) object support, and 4) predominance. The six causes are: 1) instrumentality, 2) simultaneity or coexistence, 3) homogeneity, 4) association, 5) dominance, and 6) fruition.",The four conditions and six causes that the Sarvāstivāda developed to explain causal conditioning.,0.8065250515937805,0.8253870010375977,0.7885059714317322
What is the Sarvāstivāda-Vaibhāṣika understanding of the spatio-temporal existence of dharmas?,"The Sarvāstivāda-Vaibhāṣika understanding of the spatio-temporal existence of dharmas is that it is determined by their distinctive causal functioning. Past and future dharmas have capability of functioning, while present dharmas also exert a distinctive activity. Present activity is an internal causal efficacy that assists in the production of an effect within a dharma’s own consciousness series. It is this activity that determines a dharma’s present existence and defines the limits of the span of its present moment. Capability, by contrast, is a conditioning efficacy externally directed towards another consciousness series: it constitutes a condition that assists another dharma in the production of its own effect. A dharma’s present activity arises and falls away, but past and future dharmas all have potential for causal functioning and exist as real entities due to their intrinsic nature.","The Sarvāstivāda-Vaibhāṣika understanding of spatio-temporal existence is that all things exist in a state of being, which is called ""dharmas"" (or ""samsara"" in Sanskrit).",0.8737913370132446,0.9110260605812073,0.8394806981086731
What is the difference between horizontal and vertical causality in the Sarvāstivāda-Vaibhāṣika view?,"Horizontal causality is the activity by which a dharma or consciousness moment effects the next moment within its series, while vertical causality is the capability of a dharma to act as a contributory condition towards producing a different sort of effect and explain the causal efficacy of past dharmas. Horizontal causality produces the next moment of the same consciousness series, while vertical causality produces a different effect and connects the dharma with the incessant rise and fall of other dharmas, further individuating it as that very particular dharma by manifesting its unique quality and intensity of operation.","In the Sarvāstivāda-Vaibhāṣika view, horizontal causality refers to the causation of changes in a thing by its vicinity, while vertical causality refers to the causation of changes in a thing by its owner. Horizontal causality is the direction of the causal connection, while vertical causality is the manner of the connection.",0.84947669506073,0.8605191707611084,0.838714063167572
What are the 24 conditional relations proposed by the Theravāda theory of causal conditioning?,The 24 conditional relations proposed by the Theravāda theory of causal conditioning are: 1) root cause (hetupaccaya); 2) object support; 3) predominance; 4) proximity; 5) contiguity; 6) simultaneity; 7) reciprocity; 8) support; 9) decisive support; 10) pre-existence 11) post-existence; 12) habitual cultivation; 13) karma; 14) fruition; 15) nutriment; 16) controlling faculty; 17) jhāna; 18) path; 19) association; 20) dissociation; 21) presence; 22) absence; 23) disappearance; 24) non-disappearance.,"The 24 conditional relations proposed by the Theravāda theory of causal conditioning are: (a) Sometimes, if X causes Y, then you are. (b) Sometimes, if X causes Y, then you are not. (c) Sometimes, if X causes Y, then you are not sure. (d) Sometimes, if X causes Y, then you are suspicious. (e) Sometimes, if X causes Y, then you are indifferent. (f) Sometimes, if X causes Y, then you are envious. (g) Sometimes, if X causes Y, then you are angry. (h) Sometimes, if X causes Y, then you are happy. (i) Sometimes, if X causes Y, then you are sad. (j) Sometimes, if X causes Y, then you are surprised. (k) Sometimes, if X causes Y, then you are surprised to find out that someone else also caused it. (l",0.8242573738098145,0.8230578899383545,0.8254602551460266
What is the network of conditional relations used as a metaphor for?,"The network of conditional relations is used as a metaphor for a coordinate system that locates within it any given dharma, implying that to be a dharma is to be an event that has a place in that web of relations. This is analogous to the space-time coordinate system that enables one to identify and describe material objects.","The network of conditional relations is used as a metaphor for the structure of a probabilistic theory of inference. Rules of inference are represented by edges, and the network of conditional relations represents the conditional structure of belief update rules. This is because, in a Bayesian inference context, one updates one's beliefs based on a combination of evidence, and the rules of inference are used to determine which evidence to consider.",0.8657987713813782,0.8658585548400879,0.8657389283180237
What view does the Theravāda Abhidhamma and the Sarvāstivāda-Vaibhāṣika espouse regarding the relationship between perceptual consciousness and its sense objects?,"The Theravāda Abhidhamma and the Sarvāstivāda-Vaibhāṣika espouse a view that proposes a direct contact between perceptual consciousness and its sense objects, the latter being understood as sensibilia, for what we perceive are not objects of common sense but their sensible qualities. This view can be characterized as phenomenalist realism.","The Theravāda Abhidhamma and the Sarvāstivāda-Vaibhāṣika espouse a view that perceptual consciousness is a product of the mind, and that it is not possible to determine whether an object is present objectively without perceptual consciousness.",0.9283292293548584,0.9424412250518799,0.914633572101593
What is the Theravāda Abhidhamma theory of the consciousness process (citta-vīthi) based on?,"The Theravāda Abhidhamma theory of the consciousness process (citta-vīthi) is based on earlier descriptions in the Dhammasaṅgaṇi and the Paṭṭhāna, as well as commentaries and manuals by Buddhaghosa, Buddhadatta (5th century CE), and Anuruddha (10th or 11th century CE).","The Theravāda Abhidhamma theory of the consciousness process (citta-vīthi) is based on the assumption that the consciousness process is a gradual and continuous process, with each moment of consciousness being influenced by the previous moments. This process is said to be guided by a set of criteria, including the absence of impurities (anatta) and the desire for liberation (anucchādāna-mokṣa).</|im_end|>",0.866905927658081,0.8746607303619385,0.8592873811721802
What is the bhavaṅga state of the mind?,"The bhavaṅga state of the mind is the natural mode to which the mind reverts when there is no perceptual activity, as is the case in deep, dreamless sleep. Throughout one’s life, the same type of citta performs this function of the inactive mind.",The bhavaṅga state of the mind is a state of indifference or aversion towards the object of attention.,0.9004470109939575,0.9272750616073608,0.8751277923583984
What is the process of sensory perception in the five-sense-door process?,"The process of sensory perception in the five-sense-door process involves a greater number of functions than the mind-door process. These functions include: 1) disturbed inactive mind, 2) adverting, 3) perceiving, 4) receiving, 5) investigating, 6) impulsion, and 7) retaining. These functions allow for the mind to turn towards the object at the appropriate sense ""door"", perceive the sense object with minimal interpretation, establish the nature of the sense object, and determine the mind’s response to that object. Additionally, the sense faculty and its sense object condition the arising of a present moment of a corresponding apprehending consciousness in the five-sense-door process.","The process of sensory perception in the five-sense-door model is to first classify the stimulus as present or absent, then ascribe a sensory quality to it, and finally ascribe a location to it. This is also known as the five-sense-door rule.",0.8602675795555115,0.8772474527359009,0.843932569026947
What type of consciousness is responsible for the experience of sense data presented to one's mind?,"The experience of the sense data presented to one's mind is determined by one's previous actions and is beyond of one's immediate control. This type of consciousness falls into the category of resultant cittas, that is, those that are the result of past actively wholesome or unwholesome consciousness.","An abduction theory suggests that the type of consciousness that is responsible for the experience of sense data is a kind of abductive type, which is a type of epistemic reasoning that is used to justify one's beliefs. However, this type of consciousness has been criticized for being too abstract and not directly related to the actual nature of sensory experience.",0.8623685240745544,0.8672760725021362,0.8575161695480347
What is the Sautrāntika view of perception characterized as?,"The Sautrāntika view of perception is characterized as representationalism, which sees perception as apprehending its objects indirectly, through the mediation of aspects (ākāra) representative of their objects.","The Sautrāntika view of perception characterized as being a priori and anticipating the perception of external objects is perceptual. However, this view is not well-known and is often mistaken for a perceptual hypothesis. Instead, it is better understood as a version of the view that perception is a kind of anticipation.",0.8861557245254517,0.8804312944412231,0.8919550776481628
"What shift in emphasis in the Abhidharma is indicated by the terms ""particular inherent characteristic"" and ""general characteristic""?","The shift in emphasis in the Abhidharma indicated by the terms ""particular inherent characteristic"" and ""general characteristic"" is a shift towards reducing the phenomenal, causally conditioned world into the activity of cognition and consciousness. This shift was part of a broader movement in Indian philosophy in which Hindu, Jain, and Buddhist thinkers turned away from traditional metaphysical questions about the nature of the external world and the self, and focused instead on the study of epistemology, logic, and language. Their purpose was to provide systematic accounts of the nature and means of valid cognition. Within Buddhist circles, this epistemological turn saw the rise of thinkers such as Asaṅga and Vasubandhu, the founders of the Yogācāra (400–480 CE), and, most notably, Dignāga and Dharmakīrti (around 500 CE) who developed sophisticated logical and philosophical systems.","The shift in emphasis in the Abhidharma is indicated by the terms ""particular inherent characteristic"" and ""general characteristic"". This indicates that the emphasis is shifted from the specific to the general.",0.8769250512123108,0.9338664412498474,0.8265285491943359
What is the definition of a particular inherent characteristic in the post-canonical Abhidharma?,"In the post-canonical Abhidharma, a particular inherent characteristic is the intrinsic nature that is not held in common by other dharmas and constitutes a dhamma’s unique definition. It is an epistemological and linguistic determinant of a dhamma as a knowable instance that is defined by a distinct verbal description.","The definition of a particular inherent characteristic in the post-canonical Abhidharma is that it is a collection of texts that provides a system of philosophy, and it is post-canonical because it was compiled after the canon was established.",0.8775163888931274,0.8884843587875366,0.8668159246444702
What is the shift in terminology from intrinsic nature to the characteristics in Sarvāstivāda thought?,The shift in terminology from intrinsic nature to the characteristics in Sarvāstivāda thought reflects a concurrent shift from a category-based abstract ontology to an epistemological ontology that is experientially or cognitively determined.,"The shift in terminology from intrinsic nature to the characteristics in Sarvāstivāda thought refers to the introduction of the concept of karma as a mechanism of naturalization into the philosophy of science. This concept is now commonly referred to as the ""characteristics"" in Sarvāstivāda.",0.9030430912971497,0.9117305874824524,0.8945196270942688
What kind of realism is associated with the Abhidharma project?,"Conceptual realism is associated with the Abhidharma project. Conceptual realism is a worldview based on the notion of truth as consisting in a correspondence between our concepts and statements, on the one hand, and the features of an independent, determinate reality, on the other hand. Conceptual realism does not necessarily have implications for the ontological status of this reality as externally existing. But to espouse such a position is to make a significant move away from the earliest Buddhist teaching that presents the Buddha’s view of language as conventional.","Aphidarism, or the theory that all Buddhist texts are authentic and should be taken as authoritative, is often associated with the Abhidharma project.",0.8668414354324341,0.8944227695465088,0.8409102559089661
How are the texts ordered in this work?,The texts are ordered according to the Pali/Sanskrit alphabet.,"The texts in this work are ordered by author, then by title, and then by year of publication. The year of publication is given for each article, and the articles are listed in chronological order. The author's name is not given for the articles by T. B. C. Hoose.",0.8588276505470276,0.8465144634246826,0.8715043067932129
What is Abhidhamma or Abhidharma?,Abhidhamma or Abhidharma are canonical and exegetical texts in the digital Pali and Sanskrit Buddhist canons.,"Abhidhamma or Abhidharma are terms used to describe the system of Buddhist epistemology or philosophical system that includes the teachings of the Buddha and his disciples, such as Arya Vadha, Abhidhamma, and Abhidharma.",0.8736189007759094,0.8753162026405334,0.8719282746315002
What is a school of thought in Japanese Philosophy that is heavily influenced by Western Philosophy?,The Kyoto School is a school of thought in Japanese Philosophy that is heavily influenced by Western Philosophy.,A school of thought in Japanese Philosophy that is heavily influenced by Western Philosophy is a possibility.,0.9546669721603394,0.9557505249977112,0.9535858631134033
